10/09/2018,CHICKEN COTTAGE          CARDIFF                   ))),-5.99
10/09/2018,HMV RETAIL LTD           CARDIFF                   ))),-16.99
10/09/2018,PAYPAL *UBER BV          35314369001               VIS,-3.95
10/09/2018,PAYPAL *SPORTSDIRE       35314369001               VIS,-76.46
10/09/2018,TORTILLA CARDIFF         CARDIFF                   ))),-8
10/09/2018,ERNEST WILLOWS           CARDIFF                   ))),-6.49
10/09/2018,TESCO STORES 6786        CARDIFF                   ))),-3
07/09/2018,MCDONALDS                CARDIFF                   ))),-4.23
07/09/2018,CARDIFF COUNCIL EP       CARDIFF                   VIS,-213.51
06/09/2018,INT'L 0050737672         AMZ*Amazon.co.uk         AMAZON.CO.UK              VIS,15.48
06/09/2018,POUNDLAND LTD 1290       CARDIFF                   ))),-2
06/09/2018,SPAR                     CARDIFF                   ))),-4.54
06/09/2018,CINEWORLD CAR AT         0844 815 7747             VIS,-4
06/09/2018,CT landlord              James Kirk rent           BP,-300
05/09/2018,TESCO STORES 6786        CARDIFF                   ))),-3
05/09/2018,SUBWAY                   CARDIFF                   ))),-2.8
04/09/2018,INT'L 0038761308         PAYPAL *GROUPONINT       4029357733                VIS,-13.99
04/09/2018,INT'L 0038761307         PAYPAL *GROUPONINT       4029357733                VIS,-11.99
04/09/2018,INT'L 0038761306         PAYPAL *GROUPONINT       4029357733                VIS,-11.97
04/09/2018,INT'L 0038761305         PAYPAL *GROUPONINT       4029357733                VIS,-11.99
04/09/2018,S Hibberd                PRYZM                     CR,8
04/09/2018,POUNDLAND LTD 1290       CARDIFF                   ))),-1
04/09/2018,PAYPAL *TICKETS ST       35314369001               VIS,59.17
04/09/2018,SHARGHI P                Parto                     BP,8
03/09/2018,Emma Parcell             There is no god           BP,-7.3
03/09/2018,INT'L 0027225162         PAYPAL *GROUPONINT       4029357733                VIS,-11.97
03/09/2018,R Keyte                  TONY OWES U               CR,8
03/09/2018,ASHLEY HARRIS            Pryzm Vip                 CR,8
03/09/2018,G Davies                  CR,8
03/09/2018,JARVIS M A R             Lobbying funds            BP,8
03/09/2018,SUBWAY                   CARDIFF 34481             ))),-5.99
03/09/2018,CARDIFF - PRYZM          CARDIFF                   ))),-11.1
03/09/2018,SHOPRIGHT                CARDIFF                   ))),-8.88
03/09/2018,CENTRAL BAR              CARDIFF                   ))),-3.29
03/09/2018,CENTRAL BAR              CARDIFF                   ))),-3.89
03/09/2018,CENTRAL BAR              CARDIFF                   ))),-6.58
03/09/2018,KHANS FISH BAR           CAERDYDD                  ))),-8.19
03/09/2018,WOODVILLE                CARDIFF CF24              ))),-11.1
03/09/2018,WOODVILLE                CARDIFF CF24              ))),-3
03/09/2018,GASSY JACKS              CARDIFF CF24              ))),-4.5
03/09/2018,MACKINTOSH HOTEL         CARDIFF CF24              ))),-3.85
03/09/2018,BARONE                   CARDIFF                   ))),-3.6
03/09/2018,ERNEST WILLOWS           CARDIFF                   VIS,-17.58
03/09/2018,WWW.DELTICGROUP.CO       01908544141               VIS,-144
03/09/2018,PAYPAL *UBER BV          35314369001               VIS,-6.66
03/09/2018,CHILLI FLAMES            CARDIFF                   ))),-5.99
03/09/2018,TESCO STORES 6786        CARDIFF                   ))),-3
03/09/2018,PAYPAL *TICKETS ST       35314369001               VIS,-59.17
03/09/2018,PAYPAL *TICKETS ST       35314369001               VIS,-59.17
03/09/2018,JARVIS M A R             SPOTIFY                   SO,-2.5
02/09/2018,KIRK PJ                  MERRY CHRISTMAS           BP,250
31/08/2018,INT'L 0013391145         PAYPAL *GROUPONINT       4029357733                VIS,-22
31/08/2018,Michael Jarvis           Dave says hi              BP,-20
31/08/2018,MCDONALDS                CARDIFF                   ))),-4.23
31/08/2018,MACKINTOSH HOTEL         CARDIFF CF24              ))),-6.5
31/08/2018,MACKINTOSH HOTEL         CARDIFF CF24              ))),-3.85
31/08/2018,SUBWAY                   CARDIFF                   ))),-4.49
30/08/2018,SUBWAY                   CARDIFF                   ))),-4.49
30/08/2018,TESCO STORES 6786        CARDIFF                   ))),-3
30/08/2018,LIDL UK  CARDIFF         CARDIFF                   ))),-22.98
30/08/2018,TESCO STORES 5994        SOUTH GLAMORG             ))),-0.9
30/08/2018,PAYPAL *TRAINLINE        35314369001               VIS,-58
29/08/2018,ERNEST WILLOWS           CARDIFF                   ))),-8.49
29/08/2018,ERNEST WILLOWS           CARDIFF                   ))),-3.49
28/08/2018,TESCO STORES 5703        CARDIFF                   ))),-9.55
28/08/2018,METHOD4 LIMI              CR,"1,640.64"
24/08/2018,SPAR                     WORCESTER                 ))),-5.99
24/08/2018,CASH 0068449725          AF00 VW Crafer 169       Oxfordshire               VIS,-62.5
23/08/2018,INT'L 0066525195         AMZ*Gemde                800-279-6620              VIS,15.99
23/08/2018,CHOPSTIX                 CARDIFF                   ))),-9.9
23/08/2018,TESCO STORES 5703        CARDIFF                   ))),-26.32
23/08/2018,BUFFALO                  CARDIFF                   ))),-18
22/08/2018,TESCO STORES 6786        CARDIFF                   ))),-3
22/08/2018,TESCO STORES 5703        CARDIFF                   ))),-3.1
21/08/2018,INT'L 0055003398         NETFLIX.COM              866-716-0414              VIS,-5.99
21/08/2018,CO-OP GROUP FOOD         CARDIFF                   ))),-4.5
20/08/2018,Andy                     Andy Pandy                BP,-25
20/08/2018,ERNEST WILLOWS           CARDIFF                   ))),-9.19
20/08/2018,TESCO STORES 5703        CARDIFF                   ))),-5.95
20/08/2018,TESCO STORES 6786        CARDIFF                   ))),-1.85
20/08/2018,IZ *The Grazing Sh       Cardiff                   ))),-9.45
20/08/2018,TESCO STORES 6786        CARDIFF                   ))),-1.25
20/08/2018,CINEWORLD CAR CP         0844 815 7747             VIS,-4
20/08/2018,SKIDDLE*BEDLAMMEGA       SKIDDLE.COM               VIS,-31.85
20/08/2018,SKIDDLE*BEDLAMMEGA       SKIDDLE.COM               VIS,-31.85
20/08/2018,PAYPAL *UBER BV          35314369001               VIS,-6.13
18/08/2018,G Davies                  CR,30
17/08/2018,INT'L 0032204757         AMZN Mktp UK             800-279-6620              VIS,-29.31
17/08/2018,IZ *BLUE HONEY NIG       Cardiff                   ))),-7
17/08/2018,TESCO STORES 5703        CARDIFF                   ))),-7
16/08/2018,SLUG CARDIFF             CARDIFF                   ))),-9.95
15/08/2018,INT'L 0020655530         AMZN Mktp UK             800-279-6620              VIS,-24.98
15/08/2018,CO-OP GROUP FOOD         CARDIFF                   ))),-3.85
15/08/2018,WOODVILLE                CARDIFF CF24              ))),-3
15/08/2018,WOODVILLE                CARDIFF CF24              ))),-3
15/08/2018,WOODVILLE                CARDIFF CF24              ))),-3
15/08/2018,MAILSHOP REX BROWN       LONDON                    VIS,-20.29
15/08/2018,Andy                     Cream                     BP,-60
14/08/2018,CO-OP GROUP FOOD         CARDIFF                   ))),-4.25
14/08/2018,MCDONALDS                CARDIFF                   ))),-2.29
14/08/2018,LIDL UK  CARDIFF         CARDIFF                   ))),-22.63
13/08/2018,TESCO STORES (5703       CARDIFF                   ))),-13.39
13/08/2018,CO-OP GROUP FOOD         CARDIFF                   ))),-1
13/08/2018,KONGS                    CARDIFF                   ))),-4
13/08/2018,KONGS                    CARDIFF                   ))),-5.6
13/08/2018,ARRIVA TRAINS WALE       CARDIFF 1779              VIS,-8.2
13/08/2018,BURITO BROTHERS          CARDIFF                   ))),-6.35
13/08/2018,TESCO STORES 6786        CARDIFF                   VIS,-1.25
13/08/2018,VODAFONE LTD              DD,-14.03
13/08/2018,JD SPORTS GYMS           FIRST PAYMENT             DD,-19.99
11/08/2018,CASH NATWEST AUG11       RAIL CARDIFF@19:39        ATM,-20
10/08/2018,INT'L 0092056462         Amazon.co.uk             AMAZON.CO.UK              VIS,-15.48
10/08/2018,CO-OP GROUP FOOD         CARDIFF                   ))),-3.5
10/08/2018,RABAIOTTI TRADE ST       CARDIFF                   ))),-4
09/08/2018,INT'L 0086147871         AMZN Mktp UK             800-279-6620              VIS,-1.99
09/08/2018,INT'L 0086147870         AMZN Mktp UK             800-279-6620              VIS,-3.89
09/08/2018,INT'L 0086147869         AMZN Mktp UK             800-279-6620              VIS,-4.99
09/08/2018,CO-OP GROUP FOOD         CARDIFF                   ))),-3.93
09/08/2018,BARONE                   CARDIFF                   ))),-11
09/08/2018,WILKO CARDIFF 430        CARDIFF QUEEN             VIS,5
08/08/2018,DEPOSIT PROTECTION        CR,306.66
07/08/2018,INT'L 0074266821         Amazon.co.uk             AMAZON.CO.UK              VIS,-5.74
07/08/2018,TESCO STORES (5703       CARDIFF                   ))),-1.5
07/08/2018,WILKO CARDIFF 430        CARDIFF QUEEN             ))),-11.75
07/08/2018,RABAIOTTI TRADE ST       CARDIFF                   ))),-3.5
07/08/2018,BOOTS 0323               CARDIFF                   ))),-4
06/08/2018,INT'L 0068300795         Golf Catering Limi       Milford Haven             ))),-4.8
06/08/2018,INT'L 0062385859         AMZN Mktp UK             800-279-6620              VIS,-19.98
06/08/2018,SARN PARK 11425957       BRIDGEND                  ))),-2
06/08/2018,TESCO STORES 2647        HAVERFORD WES             ))),-2.5
06/08/2018,WELCOME BREAK WHS        SARN PARK                 ))),-4
06/08/2018,THE ALUMCHINE REST       MILFORD HAVEN             ))),-3.95
06/08/2018,THE ALUMCHINE REST       MILFORD HAVEN             ))),-3.95
06/08/2018,TESCO STORES (5703       CARDIFF                   ))),-1.39
06/08/2018,EDDIES LEISURE LTD       HAVERFORDWEST             ))),-3.9
06/08/2018,SUPERMARKET              NEYLAND                   ))),-5
06/08/2018,ZERODEGREES CARDIF       CARDIFF                   ))),-18.45
06/08/2018,ED'S SPORTS BAR          HAVERFORDWEST             ))),-3.2
06/08/2018,EDDIES LEISURE LTD       HAVERFORDWEST             ))),-15
06/08/2018,PAYPAL *UBER BV          35314369001               VIS,-5.24
06/08/2018,PRINCE OF WALES          CARDIFF                   ))),-2.85
06/08/2018,CINEWORLD CAR AT         0844 815 7747             ))),-2.9
06/08/2018,TESCO STORES 6360        CARDIFF                   ))),-3.2
06/08/2018,POUNDLAND LTD 1290       CARDIFF                   ))),-1
06/08/2018,Talis                    Football Refund           BP,-38
05/08/2018,CT landlord              James Kirk rent           BP,-300
05/08/2018,CASH NATWIDE AUG05       VICTORIA PLA@03:16        ATM,-20
